transAmount,transCurrency,transDescription,transChannel,cardType,cardNetwork,cardExpDate,cardCompany,city,zipCode,latitude,longitude,deviceType,posPostalCodeType,country,state,posDetails.geoStreet1,posDetails.geoCity,posDetails.geoState,posDetails.geoCountry,posDetails.geoPostalCodeType,posDetails.lat,posDetails.lon,mobileDetails.deviceName,mobileDetails.deviceOS,mobileDetails.deviceNetwork,mobileDetails.appName,mobileDetails.userLat,mobileDetails.userLong,mobileDetails.deviceIP,webDetails.deviceMacAddr,webDetails.deviceIP,webDetails.browser,webDetails.deviceOS,webDetails.hostURL,paymentCard.cardType,paymentCard.cardExpDate,paymentCard.cardNetwork,paymentCard.cardCompany,paymentCard.cardCompanyCountry,paymentCard.cardLimit,paymentCard.cardBalance,customer.customerType,customer.customerAvgSpending,customer.customerRiskScore,customer.custGender,customer.custMaritalStatus,customer.custIncomeLevel,customer.custStreet1,customer.custStreet2,customer.custCity,customer.custState,customer.custCountry,customer.custPostalCode,customer.lat,customer.lon,storePOS.storeName,storePOS.storeRiskScore,storePOS.storeType,dollar_amount,fraud_flag
1973.768836,pound,Quos dolorem aut ten,WEB,debit,mastercard,20-Sep,Little-Little,Wilder,38589,36.23052597,-85.07471466,opera,NoPOS,US,TN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ce:12:cb:c9:3b:85,64.145.76.239,opera,Solaris,www.madeline-hodkiewicz.net,debit,20-Sep,mastercard,Little-Little,US,986409.7384,2182.553506,priority,7952.630439,0.386899894,Female,Unmarried,Low,Gage Forks,937,Wilder,TN,US,38589,36.230526,-85.074715,NA,NA,NA,2597.479788,0
1942.85149,dollar,Voluptatem non eos s,POS,credit,americanexpress,20-Nov,"Bednar, Bednar and Bednar",Westfall,97920,43.99224472,-117.6876755,POS,Other,US,OR,Terrill Junction,Westfall,OR,US,Other,43.992245,-117.687675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,20-Nov,americanexpress,"Bednar, Bednar and Bednar",US,529566.7522,37986.08261,priority,5909.893088,0.504581488,Female,Married,Low,Aglae Roads,842,WestFarmington,ME,US,4992,44.662777,-70.15583,"Koelpin, Koelpin and Koelpin",0.546319258,Malachi,1942.85149,1
1529.343132,rupee,Qui commodi cumque s,WEB,debit,americanexpress,17-Nov,"Williamson, Williamson and Williamson",Spotsylvania,22551,38.20096588,-77.5891571,chrome,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d3:71:5e:db:4b:2d,64.145.76.239,chrome,Solaris,www.nicola-grady.name,debit,17-Nov,americanexpress,"Williamson, Williamson and Williamson",US,763076.2126,88736.87626,regular,7743.051015,0.547452661,Male,Other,High,Rutherford Lake,58,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,23.50600394,1
2416.089848,pound,Et unde eaque asperi,MOBILE,credit,americanexpress,20-Dec,McClure-McClure,Onego,26886,38.80171967,-79.45069885,ubuntu,NoPOS,US,WV,NA,NA,NA,NA,NA,NA,NA,Shyann,ubuntu,idea,Bitchip,-53.896926,-135.96061,104.24.104.181,NA,NA,NA,NA,NA,credit,20-Dec,americanexpress,McClure-McClure,US,672723.7716,51817.24746,partner,4885.732324,0.234210647,Female,Unmarried,High,Marvin Ramp,155,Onego,WV,US,26886,38.80172,-79.4507,NA,NA,NA,3179.574239,0
82,pound,Repellendus libero n,POS,prepaid,mastercard,18-Apr,"Maggio, Maggio and Maggio",Norton,5907,44.98878098,-71.78843689,POS,Other,US,VT,Candido Cape,Norton,VT,US,Other,44.98878,-71.78844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,18-Apr,mastercard,"Maggio, Maggio and Maggio",US,592911.5873,21297.53563,regular,5802.888108,0.437385206,Female,Other,Low,Wiegand Pike,224,Norton,VT,US,5907,44.98878,-71.78844,Douglas Inc,0.487676003,Mallie,107.912,0
368,yen,Id et sed hic repreh,POS,prepaid,mastercard,18-May,Treutel and Sons,Reynoldsburg,43069,39.95478439,-82.81211853,POS,Other,US,OH,Alfonzo Divide,Reynoldsburg,OH,US,Other,39.954784,-82.81212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,18-May,mastercard,Treutel and Sons,US,404243.9036,59209.48452,business,4970.430728,0.385178943,Female,Married,High,Elise Cliff,562,BattleCreek,MI,US,49037,42.32115,-85.17971,"Romaguera, Romaguera and Romaguera",0.342301052,Presley,3.23288,0
452,rupee,Et veniam quisquam m,WEB,prepaid,mastercard,18-Apr,"Maggio, Maggio and Maggio",Norton,5907,44.98878098,-71.78843689,ie,NoPOS,US,VT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b8:fc:2c:7e:04:bb,157.240.0.36,ie,Solaris,www.novella-mckenzie.io,prepaid,18-Apr,mastercard,"Maggio, Maggio and Maggio",US,592911.5873,21297.53563,regular,5802.888108,0.437385206,Female,Other,Low,Wiegand Pike,224,Norton,VT,US,5907,44.98878,-71.78844,NA,NA,NA,6.94724,0
2390.233186,dollar,Veniam aut sint sequ,WEB,debit,visa,19-Jan,Pfannerstill and Sons,Lee,3861,43.12313843,-71.01145172,ub,NoPOS,US,NH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58:92:bd:3e:5a:a6,40.118.240.200,ub,Linux,www.monserrate-volkman.org,debit,19-Jan,visa,Pfannerstill and Sons,US,211034.5518,86480.09148,regular,6074.166841,0.045057017,Female,Unmarried,Low,Parisian Terrace,966,Lee,NH,US,3861,43.12314,-71.01145,NA,NA,NA,2390.233186,0
2437.913324,pound,Quos impedit modi nu,MOBILE,debit,visa,20-Apr,Walsh LLC,Winslow,72959,35.83120728,-94.11865997,android,NoPOS,US,AR,NA,NA,NA,NA,NA,NA,NA,Keira,android,idea,Prodder,84.532869,-92.656961,8.8.8.8,NA,NA,NA,NA,NA,debit,20-Apr,visa,Walsh LLC,US,247319.7453,30643.43039,partner,7295.555882,0.383086245,Female,Unmarried,Low,Isabelle Harbors,503,Winslow,AR,US,72959,35.831207,-94.11866,NA,NA,NA,3208.293935,0
2353.107468,pound,Dolor in quae rerum ,MOBILE,debit,americanexpress,17-Nov,"Williamson, Williamson and Williamson",Spotsylvania,22551,38.20096588,-77.5891571,firefox,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,Simeon,firefox,airtel,Y-Solowarm,-54.36091,123.3507,107.154.105.1,NA,NA,NA,NA,NA,debit,17-Nov,americanexpress,"Williamson, Williamson and Williamson",US,763076.2126,88736.87626,regular,7743.051015,0.547452661,Male,Other,High,Rutherford Lake,58,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,3096.689427,1
253,dollar,Doloribus ab nostrum,WEB,prepaid,americanexpress,22-Feb,Boehm and Sons,Andover,5544,42.64640045,-71.16570282,opera,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,f1:ff:a9:24:13:30,107.154.105.1,opera,MacOS,www.emmanuel-koelpin.com,prepaid,22-Feb,americanexpress,Boehm and Sons,US,146417.7958,66918.20617,business,4504.932293,0.414102343,Male,Unmarried,High,Stracke Fields,163,Andover,MA,US,5544,42.6464,-71.1657,NA,NA,NA,253,0
435,pound,Et et dolorum. Modi ,WEB,prepaid,americanexpress,19-Feb,"Orn, Orn and Orn",NewYork,10075,40.71426773,-74.00597382,ie,NoPOS,US,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32:a7:e7:5e:dc:a1,157.240.0.36,ie,Other,www.kip-murphy.info,prepaid,19-Feb,americanexpress,"Orn, Orn and Orn",US,613053.2776,38171.62448,business,4822.364555,0.353898793,Female,Other,Very High,Buford Plains,580,NewYork,NY,US,10075,40.714268,-74.005974,NA,NA,NA,572.46,0
2696.762389,rupee,Quo quaerat tempore ,POS,credit,mastercard,18-Apr,Senger Inc,Georgetown,21930,39.39972305,-75.8741684,POS,Bank,US,MD,Meghan Trafficway,Georgetown,MD,US,Bank,39.399723,-75.87417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,Borer Inc,0.407827921,Judah,41.44923792,0
1231.261821,rupee,Vitae quo et. Commod,MOBILE,credit,mastercard,21-Mar,Denesik-Denesik,Rolla,67954,37.1088829,-101.6446838,symbian,NoPOS,US,KS,NA,NA,NA,NA,NA,NA,NA,Julius,symbian,airtel,Zathin,33.417593,-107.83604,157.240.0.36,NA,NA,NA,NA,NA,credit,21-Mar,mastercard,Denesik-Denesik,US,644384.1197,26403.80081,regular,7825.878153,0.548388133,Female,Married,Low,Mayer Forge,478,Rolla,KS,US,67954,37.108883,-101.644684,NA,NA,NA,18.92449419,1
2,dollar,Molestiae a distinct,MOBILE,prepaid,mastercard,20-Sep,Swaniawski Group,Edmond,73025,35.65283203,-97.47809601,symbian,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,Cecile,symbian,aircel,Tin,-71.062671,-72.478012,107.154.105.1,NA,NA,NA,NA,NA,prepaid,20-Sep,mastercard,Swaniawski Group,US,329465.7308,27424.18855,business,3050.559389,0.399957743,Female,Married,Very High,Kayden Shore,192,Edmond,OK,US,73025,35.652832,-97.478096,NA,NA,NA,2,0
2564.154251,pound,Velit consequuntur v,MOBILE,credit,visa,20-Oct,"Marvin, Marvin and Marvin",Warroad,56763,48.91114426,-95.35384369,symbian,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,Earnestine,symbian,vodaphone,Andalax,42.643482,-81.204961,23.235.209.181,NA,NA,NA,NA,NA,credit,20-Oct,visa,"Marvin, Marvin and Marvin",US,657579.2871,17015.76821,business,5420.129467,0.432556249,Female,Married,Very High,Weber Drive,347,Warroad,MN,US,56763,48.911144,-95.35384,NA,NA,NA,3374.426994,0
2988.228846,pound,Reprehenderit velit ,POS,debit,visa,18-May,Bergstrom-Bergstrom,Iola,54990,44.50805664,-89.1305542,POS,Bank,US,WI,Maybell Divide,Iola,WI,US,Bank,44.508057,-89.130554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,18-May,visa,Bergstrom-Bergstrom,US,580270.2184,20134.147,partner,7929.260467,0.437091672,Male,Married,Low,VonRueden Meadows,441,Trementina,NM,US,88439,35.584946,-104.61634,"Jacobs, Jacobs and Jacobs",0.211179136,Marcellus,3932.509162,0
2013.827953,pound,Repellat sunt et nih,MOBILE,debit,americanexpress,21-Mar,Leuschke and Sons,Reynoldsburg,43069,39.95478439,-82.81211853,android,NoPOS,US,OH,NA,NA,NA,NA,NA,NA,NA,Buster,android,idea,Fix San,21.995837,-170.91203,104.24.104.181,NA,NA,NA,NA,NA,debit,21-Mar,americanexpress,Leuschke and Sons,US,401845.6566,64553.44914,business,4513.357715,0.07298049,Female,Other,High,Bode Vista,330,Reynoldsburg,OH,US,43069,39.954784,-82.81212,NA,NA,NA,2650.197586,0
2283.255286,yen,Autem fugiat maiores,WEB,credit,americanexpress,21-Jan,Schaefer-Schaefer,Alta,83414,43.75388718,-111.0361099,firefox,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b1:98:93:21:74:a6,47.52.0.242,firefox,Solaris,www.krystal-boyer.name,credit,21-Jan,americanexpress,Schaefer-Schaefer,US,230341.4648,91509.67271,priority,4449.603677,0.025911201,Female,Married,High,Dicki Crossing,430,Alta,WY,US,83414,43.753887,-111.03611,NA,NA,NA,20.05839769,0
1556.572371,rupee,Atque et consequuntu,POS,debit,americanexpress,22-Mar,Marvin-Marvin,SaintGeorge,84791,37.08919907,-113.5563965,POS,Bank,US,UT,Sauer Via,SaintGeorge,UT,US,Bank,37.0892,-113.5564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,22-Mar,americanexpress,Marvin-Marvin,US,898656.4767,12625.39396,business,6498.8975,0.364475812,Male,Other,Low,Justyn View,960,NewBrunswick,NJ,US,8989,40.4502,-74.4804,"Nienow, Nienow and Nienow",0.532930667,Alec,23.92451734,0
1708.943269,pound,Magni veritatis et q,POS,credit,visa,18-Dec,Sporer Group,Springfield,65899,37.1493988,-93.25019836,POS,Supermarket,US,MO,Orn Drive,Springfield,MO,US,Supermarket,37.1494,-93.2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,Lubowitz-Lubowitz,0.340004582,Edna,2248.969342,0
34,dollar,Autem ab totam moles,MOBILE,prepaid,mastercard,20-Jul,Brakus-Brakus,Wilder,38589,36.23052597,-85.07471466,firefox,NoPOS,US,TN,NA,NA,NA,NA,NA,NA,NA,Colby,firefox,vodaphone,Zamit,-67.444426,-11.039472,73.2.52.46,NA,NA,NA,NA,NA,prepaid,20-Jul,mastercard,Brakus-Brakus,US,265023.0091,29146.75623,partner,5223.179348,0.519609527,Male,Other,High,Jackie Centers,652,Wilder,TN,US,38589,36.230526,-85.074715,NA,NA,NA,34,1
1857.020251,rupee,Est officia molestia,WEB,debit,mastercard,20-Mar,Fritsch-Fritsch,Spotsylvania,22551,38.20096588,-77.5891571,safari,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17:09:f5:c6:24:1b,73.2.52.46,safari,Other,www.neal-muller.org,debit,20-Mar,mastercard,Fritsch-Fritsch,US,737600.6345,95529.9542,business,6549.566403,0.395297109,Female,Married,Low,Legros Throughway,861,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,28.54240125,0
1206.868276,dollar,Non maiores eos nam ,POS,credit,visa,22-May,Maggio LLC,FortMill,29707,35.00737,-80.94507599,POS,Bank,US,SC,Hegmann Center,FortMill,SC,US,Bank,35.00737,-80.945076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,22-May,visa,Maggio LLC,US,560537.1023,68804.04541,partner,3407.555384,0.332790829,Male,Married,Low,Price View,885,WestChester,PA,US,19388,39.960663,-75.60549,Lind Group,0.049095535,Eva,1206.868276,0
2024.798097,yen,Sit et sit et tempor,WEB,debit,visa,17-Nov,"Nicolas, Nicolas and Nicolas",Warne,28909,35.00243759,-83.90454102,safari,NoPOS,US,NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e:4d:f7:a2:1e:21,104.24.104.181,safari,Solaris,www.abraham-hermiston.name,debit,17-Nov,visa,"Nicolas, Nicolas and Nicolas",US,348444.6627,75219.93693,business,6496.270424,0.03796213,Female,Married,High,Rudy Parks,123,Warne,NC,US,28909,35.002438,-83.90454,NA,NA,NA,17.78785128,0
3138.723026,yen,Sit cupiditate est n,WEB,debit,mastercard,20-Mar,Fritsch-Fritsch,Spotsylvania,22551,38.20096588,-77.5891571,ie,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cc:52:a8:04:d5:47,8.8.8.8,ie,Linux,www.josh-daugherty.net,debit,20-Mar,mastercard,Fritsch-Fritsch,US,737600.6345,95529.9542,business,6549.566403,0.395297109,Female,Married,Low,Legros Throughway,861,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,27.57368178,0
3047.832391,yen,Consequuntur corrupt,WEB,debit,mastercard,17-Nov,"Champlin, Champlin and Champlin",WestFarmington,4992,44.66277695,-70.15583038,ub,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69:86:c6:57:7c:e2,73.2.52.46,ub,Solaris,www.davin-wintheiser.net,debit,17-Nov,mastercard,"Champlin, Champlin and Champlin",US,964402.3194,28605.4842,regular,4455.359,0.511771774,Female,Married,High,Hansen Island,875,WestFarmington,ME,US,4992,44.662777,-70.15583,NA,NA,NA,26.77520756,1
402,rupee,Minima dolor laudant,POS,prepaid,mastercard,18-Apr,"Maggio, Maggio and Maggio",Edmond,73025,35.65283203,-97.47809601,POS,Other,US,OK,Will Plaza,Edmond,OK,US,Other,35.652832,-97.478096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,18-Apr,mastercard,"Maggio, Maggio and Maggio",US,592911.5873,21297.53563,regular,5802.888108,0.437385206,Female,Other,Low,Wiegand Pike,224,Norton,VT,US,5907,44.98878,-71.78844,Jaskolski-Jaskolski,0.205092652,Eileen,6.17874,0
3977.292669,yen,Aut unde rerum quas ,WEB,credit,americanexpress,22-Jul,Gusikowski-Gusikowski,SaintGeorge,84791,37.08919907,-113.5563965,safari,NoPOS,US,UT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42:20:64:dc:0c:45,73.2.52.46,safari,Other,www.hellen-mccullough.io,credit,22-Jul,americanexpress,Gusikowski-Gusikowski,US,568340.5678,64080.41849,priority,5360.514332,0.063049974,Male,Other,High,Robel Villages,227,SaintGeorge,UT,US,84791,37.0892,-113.5564,NA,NA,NA,34.9405161,0
205,dollar,Est aut explicabo et,MOBILE,prepaid,mastercard,20-Aug,Koch LLC,Stamford,6928,41.03889847,-73.55930328,android,NoPOS,US,CT,NA,NA,NA,NA,NA,NA,NA,Ara,android,idea,Tresom,70.348556,44.323478,104.24.104.181,NA,NA,NA,NA,NA,prepaid,20-Aug,mastercard,Koch LLC,US,210930.2135,12120.09664,partner,6750.496749,0.495045771,Female,Married,High,Hagenes Mountains,289,Stamford,CT,US,6928,41.0389,-73.5593,NA,NA,NA,205,0
2556.580891,dollar,Labore eos cumque ea,WEB,debit,mastercard,17-Nov,"Champlin, Champlin and Champlin",WestFarmington,4992,44.66277695,-70.15583038,ub,NoPOS,US,ME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68:b5:bd:2d:0f:ff,104.24.104.181,ub,Linux,www.hudson-graham.net,debit,17-Nov,mastercard,"Champlin, Champlin and Champlin",US,964402.3194,28605.4842,regular,4455.359,0.511771774,Female,Married,High,Hansen Island,875,WestFarmington,ME,US,4992,44.662777,-70.15583,NA,NA,NA,2556.580891,1
2491.558953,rupee,Sint qui consequuntu,MOBILE,debit,visa,21-Jan,Carroll-Carroll,NewYork,10075,40.71426773,-74.00597382,android,NoPOS,US,NY,NA,NA,NA,NA,NA,NA,NA,Solon,android,vodaphone,It,48.339659,-23.217181,23.235.209.181,NA,NA,NA,NA,NA,debit,21-Jan,visa,Carroll-Carroll,US,280351.1054,22868.1798,business,3392.390446,0.459870712,Male,Married,Very High,Margarete Route,56,NewYork,NY,US,10075,40.714268,-74.005974,NA,NA,NA,38.29526111,0
2865.563487,rupee,Fugiat expedita in a,WEB,credit,americanexpress,18-Sep,Gerlach Inc,WhiteMills,42788,37.54376602,-86.03952026,ie,NoPOS,US,KY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7f:c5:04:38:ff:f8,47.52.0.242,ie,MacOS,www.naomi-ankunding.io,credit,18-Sep,americanexpress,Gerlach Inc,US,846601.1466,8959.358655,priority,3405.01056,0.129625855,Male,Married,Very High,Labadie Forges,260,WhiteMills,KY,US,42788,37.543766,-86.03952,NA,NA,NA,44.0437108,0
3385.869043,dollar,Voluptatem ratione r,WEB,credit,visa,18-Dec,Sporer Group,Atlanta,39901,33.8871994,-84.28970337,ub,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22:a5:20:dd:8e:a5,23.235.209.181,ub,MacOS,www.annetta-hackett.biz,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,NA,NA,NA,3385.869043,0
2753.390727,yen,Vero cupiditate eos ,MOBILE,debit,americanexpress,19-Jun,Daugherty Inc,Spotsylvania,22551,38.20096588,-77.5891571,ios,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,Ward,ios,idea,Tempsoft,21.355795,-92.775268,8.8.8.8,NA,NA,NA,NA,NA,debit,19-Jun,americanexpress,Daugherty Inc,US,235348.372,7422.929002,partner,7397.405587,0.327467592,Male,Other,Very High,Metz Spurs,305,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,24.18853753,0
3606.800593,rupee,Aut totam voluptas u,POS,credit,mastercard,22-Sep,"Aufderhar, Aufderhar and Aufderhar",Atlanta,39901,33.8871994,-84.28970337,POS,Bank,US,GA,Huels Turnpike,Atlanta,GA,US,Bank,33.8872,-84.2897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,22-Sep,mastercard,"Aufderhar, Aufderhar and Aufderhar",US,680343.0442,53168.97871,priority,5911.889136,0.49571221,Male,Other,High,Leon Haven,450,Alta,WY,US,83414,43.753887,-111.03611,"Satterfield, Satterfield and Satterfield",0.041918418,Aubrey,55.43652511,0
2412.457182,pound,Consequuntur aut dol,POS,credit,americanexpress,20-Dec,McClure-McClure,Woodland,39776,33.80661011,-89.02555847,POS,Bank,US,MS,Kevon Plains,Woodland,MS,US,Bank,33.80661,-89.02556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,20-Dec,americanexpress,McClure-McClure,US,672723.7716,51817.24746,partner,4885.732324,0.234210647,Female,Unmarried,High,Marvin Ramp,155,Onego,WV,US,26886,38.80172,-79.4507,"Oberbrunner, Oberbrunner and Oberbrunner",0.335658123,Anthony,3174.793651,0
3019.934897,yen,Commodi fuga volupta,MOBILE,credit,visa,18-Dec,Sporer Group,Atlanta,39901,33.8871994,-84.28970337,windows,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,Claire,windows,airtel,Konklab,-48.049813,68.533067,23.235.209.181,NA,NA,NA,NA,NA,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,NA,NA,NA,26.53012807,0
526,yen,Numquam alias ex cum,POS,prepaid,americanexpress,19-Feb,"Orn, Orn and Orn",Woodside,19980,39.07138824,-75.56861115,POS,Bank,US,DE,Steuber Plaza,Woodside,DE,US,Bank,39.07139,-75.56861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,19-Feb,americanexpress,"Orn, Orn and Orn",US,613053.2776,38171.62448,business,4822.364555,0.353898793,Female,Other,Very High,Buford Plains,580,NewYork,NY,US,10075,40.714268,-74.005974,"Hansen, Hansen and Hansen",0.01669579,Alberto,4.62091,0
580,yen,Blanditiis magnam se,POS,prepaid,visa,22-Apr,"Kertzmann, Kertzmann and Kertzmann",WhiteMills,42788,37.54376602,-86.03952026,POS,Supermarket,US,KY,Layla Rapids,WhiteMills,KY,US,Supermarket,37.543766,-86.03952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prepaid,22-Apr,visa,"Kertzmann, Kertzmann and Kertzmann",US,377926.0031,83249.57916,priority,5321.385597,0.5227962,Female,Unmarried,Very High,Danielle Trail,491,Lafayette,LA,US,70500,30.22409,-92.019844,"Kirlin, Kirlin and Kirlin",0.104701224,Otha,5.0953,1
3123.700661,rupee,Earum tempora blandi,MOBILE,debit,americanexpress,17-Nov,"Williamson, Williamson and Williamson",Spotsylvania,22551,38.20096588,-77.5891571,symbian,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,Garrison,symbian,aircel,Zontrax,-40.73639,-40.728175,107.154.105.1,NA,NA,NA,NA,NA,debit,17-Nov,americanexpress,"Williamson, Williamson and Williamson",US,763076.2126,88736.87626,regular,7743.051015,0.547452661,Male,Other,High,Rutherford Lake,58,Spotsylvania,VA,US,22551,38.200966,-77.58916,NA,NA,NA,48.01127915,1
2483.449417,yen,Sint alias est nobis,MOBILE,credit,americanexpress,21-Jan,Schaefer-Schaefer,Alta,83414,43.75388718,-111.0361099,firefox,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,Ezra,firefox,aircel,Alphazap,-70.299537,36.016983,8.8.8.8,NA,NA,NA,NA,NA,credit,21-Jan,americanexpress,Schaefer-Schaefer,US,230341.4648,91509.67271,priority,4449.603677,0.025911201,Female,Married,High,Dicki Crossing,430,Alta,WY,US,83414,43.753887,-111.03611,NA,NA,NA,21.81710312,0
3068.296864,pound,Laudantium in qui no,MOBILE,debit,visa,18-Oct,Rice Group,Washington,56972,38.85879898,-76.98680115,android,NoPOS,US,DC,NA,NA,NA,NA,NA,NA,NA,Felicita,android,airtel,Fix San,-79.329182,-53.317399,23.235.209.181,NA,NA,NA,NA,NA,debit,18-Oct,visa,Rice Group,US,323041.4172,21076.05026,partner,5222.384087,0.047691694,Male,Married,High,Malcolm Forge,195,Washington,DC,US,56972,38.8588,-76.9868,NA,NA,NA,4037.878673,0
3834.695518,dollar,Quas nulla sunt arch,POS,debit,visa,21-Jan,Carroll-Carroll,Woodside,19980,39.07138824,-75.56861115,POS,Bank,US,DE,Merle Ranch,Woodside,DE,US,Bank,39.07139,-75.56861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,debit,21-Jan,visa,Carroll-Carroll,US,280351.1054,22868.1798,business,3392.390446,0.459870712,Male,Married,Very High,Margarete Route,56,NewYork,NY,US,10075,40.714268,-74.005974,Strosin Inc,0.298085344,Kennith,3834.695518,0
2757.627736,pound,Repellat enim molest,POS,credit,mastercard,19-Jan,"Davis, Davis and Davis",Springfield,65899,37.1493988,-93.25019836,POS,Other,US,MO,Balistreri Corner,Springfield,MO,US,Other,37.1494,-93.2502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,credit,19-Jan,mastercard,"Davis, Davis and Davis",US,245588.7732,86492.77589,business,5056.343151,0.065977291,Male,Other,Very High,Marlene Lake,159,Whitefish,MT,US,59937,48.404,-114.35086,"Labadie, Labadie and Labadie",0.030761852,Melody,3629.038101,0
2311.606537,rupee,Vitae est aliquam qu,MOBILE,credit,americanexpress,20-Dec,McClure-McClure,Onego,26886,38.80171967,-79.45069885,firefox,NoPOS,US,WV,NA,NA,NA,NA,NA,NA,NA,Lloyd,firefox,idea,Cardify,72.28444,-102.47508,40.118.240.200,NA,NA,NA,NA,NA,credit,20-Dec,americanexpress,McClure-McClure,US,672723.7716,51817.24746,partner,4885.732324,0.234210647,Female,Unmarried,High,Marvin Ramp,155,Onego,WV,US,26886,38.80172,-79.4507,NA,NA,NA,35.52939247,0
170,yen,Qui dicta atque corr,WEB,prepaid,americanexpress,19-Feb,"Orn, Orn and Orn",NewYork,10075,40.71426773,-74.00597382,ub,NoPOS,US,NY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72:51:02:04:99:30,23.235.209.181,ub,Linux,www.karen-ebert.co,prepaid,19-Feb,americanexpress,"Orn, Orn and Orn",US,613053.2776,38171.62448,business,4822.364555,0.353898793,Female,Other,Very High,Buford Plains,580,NewYork,NY,US,10075,40.714268,-74.005974,NA,NA,NA,1.49345,0
